[2025-10-23T12:03:12.268Z] ERROR: Validation failed [{"type":"field","value":"12345678","msg":"Password must contain at least one lowercase letter, one uppercase letter, and one number","path":"password","location":"body"}]
[2025-10-23T12:14:42.023Z] ERROR: Login Validation failed [{"type":"field","value":"","msg":"Email or username is required","path":"identifier","location":"body"}]
[2025-10-23T13:02:44.244Z] ERROR: User not found
[2025-10-23T13:02:44.245Z] ERROR: User authentication failed
[2025-10-23T13:02:44.247Z] ERROR: Login error
[2025-10-23T13:03:31.852Z] ERROR: User not found
[2025-10-23T13:03:31.853Z] ERROR: User authentication failed
[2025-10-23T13:03:31.855Z] ERROR: Login error
[2025-10-23T23:21:49.556Z] ERROR: Failed to save log {"errors":{"userId":{"name":"ValidatorError","message":"Path `userId` is required.","properties":{"message":"Path `userId` is required.","type":"required","path":"userId","value":null},"kind":"required","path":"userId","value":null}},"_message":"log validation failed","name":"ValidationError","message":"log validation failed: userId: Path `userId` is required."}
[2025-10-23T23:21:49.565Z] ERROR: Failed to save log {"errors":{"userId":{"name":"ValidatorError","message":"Path `userId` is required.","properties":{"message":"Path `userId` is required.","type":"required","path":"userId","value":null},"kind":"required","path":"userId","value":null}},"_message":"log validation failed","name":"ValidationError","message":"log validation failed: userId: Path `userId` is required."}
[2025-10-24T00:13:33.772Z] ERROR: Redis Client Error
[2025-10-24T00:13:33.856Z] ERROR: Redis Client Error
[2025-10-24T00:13:33.897Z] ERROR: Redis Client Error
[2025-10-24T00:13:33.987Z] ERROR: Redis Client Error
[2025-10-24T00:13:33.991Z] ERROR: Redis Client Error
[2025-10-24T00:13:34.133Z] ERROR: Redis Client Error
[2025-10-24T00:13:34.137Z] ERROR: Redis Client Error
[2025-10-24T00:13:34.294Z] ERROR: Redis Client Error
[2025-10-24T00:13:34.299Z] ERROR: Redis Client Error
[2025-10-24T00:13:34.478Z] ERROR: Redis Client Error
[2025-10-24T00:13:34.481Z] ERROR: Redis Client Error
[2025-10-24T00:13:34.704Z] ERROR: Redis Client Error
[2025-10-24T00:13:34.707Z] ERROR: Redis Client Error
[2025-10-24T00:13:34.984Z] ERROR: Redis Client Error
[2025-10-24T00:13:34.985Z] ERROR: Redis Client Error
[2025-10-24T00:13:35.309Z] ERROR: Redis Client Error
[2025-10-24T00:13:35.311Z] ERROR: Redis Client Error
[2025-10-24T00:13:35.676Z] ERROR: Redis Client Error
[2025-10-24T00:13:35.680Z] ERROR: Redis Client Error
[2025-10-24T05:07:03.917Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:04.432Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:04.950Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:05.462Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:05.978Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:06.488Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:07.003Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:07.516Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:08.031Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:08.547Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:09.058Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:09.572Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:10.089Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:10.598Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:11.112Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:11.629Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:12.141Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:12.656Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:13.169Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:13.678Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:14.187Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:14.711Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:15.220Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:15.730Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:16.245Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:16.761Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:17.276Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:17.790Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:18.306Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:18.822Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:19.335Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:19.850Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:20.363Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:20.877Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:21.392Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:21.907Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:22.421Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:22.941Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:23.444Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:23.962Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:24.474Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:24.989Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:25.505Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:26.022Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:26.534Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:27.051Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:27.563Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:28.068Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:28.577Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:29.093Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:29.611Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:30.131Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:30.647Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:31.162Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:31.676Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:32.188Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:32.701Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:33.215Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:33.730Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:34.242Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:34.758Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:35.263Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:35.778Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:36.291Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:36.803Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:37.320Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:37.835Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:38.345Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:38.859Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:39.373Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:39.884Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:40.484Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:41.051Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:41.582Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:42.094Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:42.609Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:43.123Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:43.637Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:44.151Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:44.667Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:45.178Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:45.692Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:46.209Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:46.721Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:47.238Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:47.755Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:48.258Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:48.772Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:49.290Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:49.793Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:50.304Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:50.820Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:51.335Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:51.854Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:52.369Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:52.882Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:53.399Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:53.917Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:54.428Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:54.940Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:55.457Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:55.973Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:56.491Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:57.006Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:57.521Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:58.034Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:58.549Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:59.061Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:07:59.575Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:00.089Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:00.605Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:01.121Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:01.636Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:02.150Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:02.655Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:03.171Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:03.685Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:04.199Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:04.717Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:05.231Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:05.743Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:06.260Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:06.770Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:07.278Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:07.788Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:08.302Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:08.814Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:09.329Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:09.843Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:10.360Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:10.878Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:11.394Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:11.904Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:12.418Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:12.931Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:13.449Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:13.963Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:14.475Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:14.992Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:15.505Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:16.023Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:16.534Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:17.050Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:17.566Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:18.080Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:18.596Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:19.111Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:19.627Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:20.144Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:20.652Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:21.167Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:21.680Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:22.198Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:22.715Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:23.233Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:23.750Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:24.262Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:24.769Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:25.275Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:25.787Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:26.311Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:26.824Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:27.327Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:27.845Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:28.355Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:28.869Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:29.382Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:29.892Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:30.414Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:30.921Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:31.436Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:31.963Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:32.476Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:33.001Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:33.517Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:34.024Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:34.537Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:35.047Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:35.570Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:36.090Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:36.605Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:37.119Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:37.634Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:38.154Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:38.712Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:39.242Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:39.753Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:40.261Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:40.771Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:41.286Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:41.801Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:42.311Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:42.822Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:43.333Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:43.848Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:44.364Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:44.876Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:45.390Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:45.905Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:46.414Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:46.928Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:47.442Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:47.961Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:48.475Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:48.991Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:49.507Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:50.016Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:50.529Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:08:51.065Z] ERROR: Redis Client Error
[2025-10-24T05:08:51.071Z] ERROR: Redis Client Error
[2025-10-24T05:09:13.720Z] ERROR: Failed to save log {"errors":{"userId":{"name":"ValidatorError","message":"Path `userId` is required.","properties":{"message":"Path `userId` is required.","type":"required","path":"userId","value":null},"kind":"required","path":"userId","value":null}},"_message":"log validation failed","name":"ValidationError","message":"log validation failed: userId: Path `userId` is required."}
[2025-10-24T05:09:13.769Z] ERROR: Failed to save log {"errors":{"userId":{"name":"ValidatorError","message":"Path `userId` is required.","properties":{"message":"Path `userId` is required.","type":"required","path":"userId","value":null},"kind":"required","path":"userId","value":null}},"_message":"log validation failed","name":"ValidationError","message":"log validation failed: userId: Path `userId` is required."}
[2025-10-24T05:43:30.694Z] ERROR: Failed to save log {"errors":{"userId":{"name":"ValidatorError","message":"Path `userId` is required.","properties":{"message":"Path `userId` is required.","type":"required","path":"userId","value":null},"kind":"required","path":"userId","value":null}},"_message":"log validation failed","name":"ValidationError","message":"log validation failed: userId: Path `userId` is required."}
[2025-10-24T05:43:30.708Z] ERROR: Failed to save log {"errors":{"userId":{"name":"ValidatorError","message":"Path `userId` is required.","properties":{"message":"Path `userId` is required.","type":"required","path":"userId","value":null},"kind":"required","path":"userId","value":null}},"_message":"log validation failed","name":"ValidationError","message":"log validation failed: userId: Path `userId` is required."}
[2025-10-24T05:44:07.473Z] ERROR: News fetch failed
[2025-10-24T05:44:07.488Z] ERROR: Get news error
[2025-10-24T05:44:20.593Z] ERROR: News fetch failed
[2025-10-24T05:44:20.595Z] ERROR: Get news error
[2025-10-24T06:16:28.120Z] ERROR: Redis Client Error
[2025-10-24T06:16:28.137Z] ERROR: Redis Client Error
[2025-10-24T06:16:28.139Z] ERROR: Redis Client Error
[2025-10-24T06:16:28.163Z] ERROR: Redis Client Error
[2025-10-24T06:16:28.166Z] ERROR: Redis Client Error
[2025-10-24T06:16:28.238Z] ERROR: Redis Client Error
[2025-10-24T06:16:28.239Z] ERROR: Redis Client Error
[2025-10-24T06:16:28.372Z] ERROR: Redis Client Error
[2025-10-24T06:16:28.374Z] ERROR: Redis Client Error
[2025-10-24T06:16:28.535Z] ERROR: Redis Client Error
[2025-10-24T06:16:28.536Z] ERROR: Redis Client Error
[2025-10-24T06:16:28.755Z] ERROR: Redis Client Error
[2025-10-24T06:16:28.756Z] ERROR: Redis Client Error
[2025-10-24T06:16:29.022Z] ERROR: Redis Client Error {"errno":-4077,"code":"ECONNRESET","syscall":"read"}
[2025-10-24T06:16:29.024Z] ERROR: Redis Client Error {"errno":-4077,"code":"ECONNRESET","syscall":"read"}
[2025-10-24T06:16:29.340Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T06:16:29.710Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T06:16:30.133Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T06:16:30.596Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T06:16:31.117Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T06:16:31.637Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T06:16:32.150Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T06:16:32.668Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T06:16:33.184Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T06:16:33.700Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T06:16:34.212Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T06:16:34.739Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T06:16:35.283Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T06:16:35.801Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T06:16:36.324Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T06:16:36.841Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T06:16:37.354Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T06:16:37.866Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T06:16:38.381Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T06:16:38.896Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T06:16:39.407Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T06:16:39.921Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T06:16:40.436Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T06:16:40.948Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T06:16:41.462Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T06:16:41.975Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T06:16:42.489Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T06:16:43.005Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T06:16:43.519Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T06:16:44.034Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T06:16:44.552Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T06:16:45.064Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T06:16:45.579Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T06:16:46.094Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T06:16:46.609Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
